,Link,content,News_date
20,https://timesofindia.indiatimes.com/city/visakhapatnam/tragic-accidents-five-persons-killed-in-vizag-visakhapatnam/articleshow/107002541.cms,"Visakhapatnam: Five persons, including two children, were killed in two separate road crashes in Vizag region. In the first incident, three of a family died on the spot when the car in which they were travelling overturned after it suffered a flat tyre on NH-16 stretch near Sankaram village in Anakapalle district. The dead were identified as P Satyavati (48), P Kumari (35) and three-year-old, Abhiram. Police said that the seven members from two families from Bikkavolu village in East Godavari district were on a pilgrimage. On Friday, they visited a few temples in Srikakulam and Simhachalam in Vizag city. Police said that they were going from Simhachalam to Annavaram temple when the accident took place. Their car suffered a flat tyre and the vehicle overturned and three died on the spot, while the other four escaped with injuries. Police said that the car hit the railing dividing and turned turtle on the other side of the NH-16. A case has been registered and the bodies were shifted for postmortem. In another incident, two persons died on the spot after a speeding tipper truck hit a bike near Duvvada in Vizag city. The dead were identified as K Venkata Prasad (30) and his niece, K Hasini. Explore Your Financial Landscape with Personalized Credit Insights."," Jan 20, 2024, 08:27 IST"
21,https://timesofindia.indiatimes.com/city/ghaziabad/boy-16-killed-in-bike-accident-on-loni-pusta-road-in-ghaziabad/articleshow/106972042.cms,"Ghaziabad: A 16-year-old boy was killed after his bike was hit by a four-wheeler on Loni Pusta Road on Wednesday night near Vijay Vihar Colony. He was travelling with his friend who suffered some injuries and is recovering in a private hospital in Ghaziabad. ADCP (Traffic), Veerendra Kumar, said that the incident happened at 8pm on Wednesday. “Both the boys were not wearing helmets,” the ADCP added. Investigation revealed that an unidentified car hit the two boys on the bike from behind causing them to fall on the road. The deceased has been identified as Salman Khan and his injured friend is Usman (15), both residents of Ankur Vihar. “Salman received severe head injuries and the locals took him to a nearby hospital where he succumbed to injuries. While Usman is still in the ICU,” Kumar said. Police said that the deceased’s family filed a complaint at Ankur Vihar police station after which an FIR has been registered under Sections 304A ( death due to negligence) and 279 (rash driving) of the Indian Penal Code . Police are trying to identify the vehicle or driver and checking CCTV footage of nearby areas. Bike rams into divider near NH9, 22-year-old dies In another accident case that happened on Wednesday night, a 22-year-old died when he lost his balance on his two-wheeler and collided with a driver. The accident happened at Labour Chowk adjacent to NH-9 in Vijay Nagar when the deceased was going to his home in Crossings Republik with his friend. According to additional deputy commissioner of police (traffic), Veerendra Kumar, the incident happened at 11.40pm. The locals informed the police of the accident and took the deceased to a nearby hospital, where he died during treatment. The deceased has been identified as Deepak Kumar. His friend, Karan Singh (24), was severely injured too but is stable now. Both are residents of Dundahera. In this case, the police haven’t received any complaint so far. Explore Your Financial Landscape with Personalized Credit Insights."," Jan 19, 2024, 08:17 IST"
22,https://timesofindia.indiatimes.com/city/vijayawada/1-dead-2-injured-including-mlc-in-car-lorry-collision-in-andhra-pradeshs-nellore/articleshow/106560896.cms,"NELLORE: One person was killed, and two others, including MLC Parvathareddy Chandrasekhar Reddy, suffered injuries in a tragic road accident in Andhra Pradesh's Nellore on Friday. The car of Rayalaseema MLC from Nellore East collided with a lorry in Dagdarthi while traveling from Vijayawada to Nellore. Venkateswarlu, the MLC's assistant, lost his life on the spot, and the car's driver suffered severe injuries. Promptly, the MLC with critical injuries was transferred to Nellore Apollo Hospital. Doctors have assured that his life is not in danger. Inspector Srinivas Rao stated that the MLC's car was involved in an accident, resulting in the immediate death of his secretary. Both the driver and the MLC sustained injuries. Police are currently investigating the circumstances surrounding the collision. (With inputs from agency) Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 5, 2024, 10:50 IST"
23,https://timesofindia.indiatimes.com/india/car-falls-into-river-in-himachal-3-dead-2-injured/articleshow/107352627.cms,"NEW DELHI: A car tumbled into the Sutlej River in Uttarakhand after the driver lost control of his steering wheel resulting in the death of three people and two were injured, police said on Friday. On Thursday, the accident took place on the Luhri-Sunni road near Mahol in the Kumarsein subdivision of the district. Those who were killed in the accident were identified as as Abhay Kumar, Jitesh, and his wife Vanshika. And injured passengers, Rahul and Anshul, were rushed to Civil Hospital in Kumarsain and later shifted to Mahatma Gandhi Medical Service Complex in Khaneri, Rampur for further treatment, according to the police. A police team reached the spot as soon as they received the information and rescued the injured as well as recovered the dead bodies. Shimla Superintendent of Police Sanjeev Kumar Gandhi said a case has been registered in the matter and further investigations are underway. (Inputs from PTI agency) Explore Your Financial Landscape with Personalized Credit Insights."," Feb 2, 2024, 15:11 IST"
24,https://timesofindia.indiatimes.com/city/nashik/6-killed-as-bus-hits-tractor-and-car-in-maharashtras-ahmednagar/articleshow/107103068.cms,"AHMEDNAGAR: Six individuals lost their lives after a state transport bus collided with a tractor and a car in Ahmednagar district of Maharashtra on Wednesday morning. The incident occurred around 2:30am near Dhawalipuri Phata on the Ahmednagar-Kalyan road in the Parner tehsil, as reported by the police. A sugarcane-loaded tractor had overturned, prompting the use of another tractor to unload the sugarcane from it. The car's driver came to a stop and assisted in the offloading efforts, as stated by an official from the Parner police station. ""While the tractor was making a turn on the road, it collided with a state transport bus that was approaching, as well as a car. Six individuals, including some laborers, lost their lives on the spot,"" stated the official. (With inputs from agency) Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 24, 2024, 11:57 IST"
25,https://timesofindia.indiatimes.com/entertainment/punjabi/movies/news/punjabi-singer-sippy-gill-survives-a-terrifying-car-accident-in-canada/articleshow/107130040.cms,"Renowned Punjabi singer and actor Sippy Gill recently faced a life-threatening car accident while in Canada . The singer, known for hits like 'Soulmate' and 'Bekdara,' narrowly escaped a potentially tragic incident that unfolded during an off-roading adventure in British Columbia. The incident has left fans concerned, as details of the accident emerged on social media. Sippy Gill, who was enjoying a getaway in Canada with friends, ventured out alone for off-roading in his car. A video shared by the singer captures the harrowing moment when the car overturned on a road in British Columbia. Despite the severity of the accident, Sippy sustained minor injuries, and a passing traveler played a crucial role in his rescue. Critically injured Punjabi singer Alfaaz Singh out of danger: Doctors Sharing the video of the overturned car, Sippy revealed, ""I went out alone for off-roading when the car overturned. I have suffered minor injuries. But the car is badly damaged."" The singer expressed gratitude towards the man who assisted him and highlighted that such incidents are not uncommon on the road. Here’s Sippy Gill’s full account of the accident - “Life is adventure.. te adventure ho gya khatarnakh… Ehe video Canada BRITISH COLUMBIA de forest di a jithe kudrat vasdi a … loka nu jithe downtown di bukh hundi a othe Mainu te mere yaara nu off-roading and forest camping di bukh. Kai kai din dunia toh door bina phone bina internet de rehan da swaad hi vakhra .. Garry te amrinder lake house vich hi Suttay rahay because amrinder nu dust naal nali lagg jaandia a te garry di neend kumbkaran wali hai, par mere te satveer de offrading da jayda ubala vajda rehanda 😂 so asi dono savere hi nikkal gaye 📣 Sadi jeep offroding time ulat gayi so jithe ik goray ne aa k saadi help kiti .. latta atay chittard aalo wangu shillay gaye par asi teeth fer v dand kaddi gaye 😂 Dasna bhull gya goray de saday nalo v vadda keera c oho pandar saday toh v aggay kitay Jaa k aya c … j ehe gora na ounda ta ho sakda raat othe hi katni paindi ja fer Tur k vapas help lai ouna painda jo possible nahi . Goray di baar baar ikoo gall keh riha c …I AM GLAD THAT NOBODY HURT ❤️ Positive people with positive AURA … thanx brother stay blessed 🙏🏻” View this post on Instagram A post shared by Sippy Gill (@sippygillofficial) The man who aided Sippy Gill acknowledged the frequency of accidents on the road and expressed relief that the singer had only sustained minor injuries. His timely intervention prevented a more significant mishap, showcasing the unpredictable nature of the incident. As the video circulated on social media, fans expressed concern for Sippy's well-being. However, some individuals chose to troll the singer despite the traumatic experience. The video depicts the extensive damage to the overturned car, emphasizing the gravity of the situation."," Jan 25, 2024, 08:51 IST"
26,https://timesofindia.indiatimes.com/city/nagpur/forester-among-2-killed-as-goods-carrier-hits-car-news-article/articleshow/107128934.cms,"Nagpur: Two persons, including a round officer of the forest department, were killed and two others, including a forest guard, were injured in the wee hours of Wednesday after a speeding goods carrier rammed into a car on the Mansar-Tumsar bypass under Ramtek police station limits. The deceased were identified as round officer Swapnil Jadhav and temporary employee Manoj Ewnate. The injured persons are forest guard Pradeep Suryavanshi and Nitesh Kumbhalkar. The accident occurred at around 2am when the four were returning from a wedding ceremony at Goregaon in Gondia in a car. A goods vehicle coming from the opposite direction hit the car head-on at the bypass in Ramtek. Speeding truck crushes youth A 19-year-old youth was killed after a speeding truck rammed his motorcycle in Sangharsh Nagar area, Wathoda police said. The deceased has been identified as Lucky Vilas Badalwar, a resident of Pawan Shakti Nagar. The truck driver fled the spot. Wathoda police rushed Lucky to Government Medical College and Hospital where doctors declared him brought dead. Man caught with 935gm ganja Crime branch’s Anti-Narcotics Squad laid a trap in Dhantoli and arrested Nowell Praveen Timothy (37, a resident of Anand Kuti, Dhantoli), with 935gm ganja. PI Sarin Durge, APIs Ganesh Pawar, Manoj Neware, Sahdev Chikhale and Pawan Chikhale laid the trap. tnn Explore Your Financial Landscape with Personalized Credit Insights."," Jan 25, 2024, 08:27 IST"
27,https://timesofindia.indiatimes.com/city/chandigarh/fatal-car-accident-3-killed-on-jalandharamritsar-national-highway/articleshow/106882635.cms,"Jalandhar: Three persons were killed in a road accident when a car rammed into a stationary tractor-trailer on a side of Jalandhar-Amritsar national highway on Monday. The car was coming from Amritsar to Jalandhar . It is learnt that deceased Mohan Singh (65), his wife Sarabjit Kaur and their relative Sarabjit Kaur, in her late 20s, were returning after dropping the latter’s husband Parteek Singh at Amritsar airport. Division I police station in-charge Sukhbir Singh said the reason for the accident could not be known as the car rammed into a parked trolley as there was no issue of visibility. The deceased were residents of Garden Colony in Jalandhar. It took a lot of effort to pull out the three from the car. Explore Your Financial Landscape with Personalized Credit Insights."," Jan 16, 2024, 08:36 IST"
28,https://timesofindia.indiatimes.com/web-series/news/korean/alienoid-actor-ji-gunwoo-passes-away-in-a-tragic-car-accident-at-45/articleshow/107031744.cms,"South Korean actor Ji Gun-woo of ' Alienoid ' fame passed away in a tragic car accident . He was only 45 years old. As per a Herald Pop report, Ji Gun-woo, the 45-year-old actor, tragically lost his life in a car accident in August 2023. Despite the incident occurring earlier, the news of his demise was recently disclosed to the public, accompanied by a small tribute during the concluding credits of Alienoid 2 . After making his big screen debut in 2011's War of the Arrows , Gun-woo had also showcased his acting prowess in 2012's The Thieves, 2016's Asura: The City of Madness, The Discloser, The Swordsman, and more. He was also a part of Idol Fever, Entourage, Hidden Identity, and more K-dramas. He was last seen in 2022's Alienoid 1 alongside Ryu Jun-yeol, Kim Tae-ri, Kim Woo-bin, Lee Hanee, and more. Spanning three distinct timelines, the movie traces the journey of Taoists from the Goryeo dynasty as they navigate through space and time in search of a divine sword. Jun-yeol takes on the role of Mureuk, a Taoist mastering the art of magic, while Kim Woo-bin portrays Thunder, a supernatural being unlocking the enigmatic door of time and guiding alien prisoners. Kim Tae-ri shines as Lee Ah, a skilled woman undertaking a mission to acquire the divine blade. The primary cast reprised their roles for the film's second installment, Alienoid: The Return to the Future, which premiered on the big screens in January 2024."," Jan 21, 2024, 18:26 IST"
29,https://timesofindia.indiatimes.com/entertainment/english/music/news/zayn-malik-meets-with-a-minor-accident-his-foot-run-over-by-car/articleshow/107009388.cms,"Singer Zayn Malik met with a minor accident while making his first appearance at a public event in five years at Paris Fashion Week. In a video which circulated online, following the event, the former One Direction member appeared to get his foot run over when a car went in the wrong direction toward the singer. He was seen getting shuffled through a crowd before wincing at the vehicle's maneuver, reports aceshowbiz.com. People around Zayn appeared to be more shocked than the star himself as many voiced their concern for him. ""God damn! Oh my God!"" one person was heard shouting, before the 31-year-old got into his car that whisked him away. Malik has since given an update on his condition following the minor accident. Not letting the unfortunate situation ruin his night, the 'Pillowtalk' crooner wrote on his Instagram page later that night, ""Thanks for a great show!"" Sharing photos from the fashion event, the father of one also included a picture of his white sneakers, one of which appeared merely scuffed up with some dark tread marks. ""My foot is fine !!"" he assured his followers, before downplaying the incident as adding, ""Thanks to my incredibly well made shoes."" Malik has been keeping a low-profile since he got in a scuffle with his then-girlfriend Gigi's mother Yolanda Hadid in October 2021. He entered a no contest plea to four charges of harassment and was sentenced to 360 days of probation and completion of anger management and domestic violence education programmes. Watch The Latest Hindi Music Video For Tu Hai Kahan By Ahad Khan, Usama Ali And ZAYN","Updated: Jan 20, 2024, 14:30 IST"
30,https://timesofindia.indiatimes.com/city/jamshedpur/six-killed-two-critical-after-car-rams-divider-in-jharkhands-jamshedpur/articleshow/106433722.cms,NEW DELHI: At least six people were killed while two others suffered critical injuries after the car they were travelling in rammed a divider in Jharkhand's Jamshedpur on Monday. The driver of the vehicle reportedly lost control of the vehicle. The deceased were residents of Adityapur. More details awaited. Explore Your Financial Landscape with Personalized Credit Insights.,"Updated: Jan 1, 2024, 10:26 IST"
31,https://timesofindia.indiatimes.com/city/delhi/2-delhi-cops-die-as-their-car-rams-truck-in-sonipat/articleshow/106680234.cms,"NEW DELHI: Two Delhi Police inspectors were killed after their car rammed into a truck in Sonipat on Monday. No one has been arrested in the case. Police said Dinesh Beniwal (37) and Ranbir Singh Chahal (40) died in an accident that happened between 11:30 pm and midnight. ""They were on official work when the accident happened,"" a police source said. Ram Kumar, Chahal's relative and the complainant, said that the truck driver's sudden application of brakes caused the car behind it to collide with the truck. Beniwal, who had gotten a lead in a case, was driving. They were both headed somewhere when they encountered thick fog. As they descended from a flyover, they saw a truck and collided with it, Kumar said. A police source said the case for which Beniwal and Chahal were travelling was related to a robbery in the Adarsh Nagar area. A senior police officer of Kundli police station said the truck driver fled, leaving the vehicle behind. ""The front portion of the car in which the officers were travelling was mangled. Both were pulled out of the car and had serious head injuries. We have formed multiple teams to arrest the suspect. We are also scanning CCTV footage of the spot,"" the officer added. A case under Sections 279 (rash driving or riding on a public way) and 304 A (causing death by negligence) of IPC has been filed. Beniwal served as the in-charge of the special staff in the Northwest district. Chahal was stationed at the Adarsh Nagar police station. Chahal, a graduate who joined the Delhi Police as a sub-inspector in 2008, served in traffic and security before being moved to the Northwest district. His exceptional work earned him three commendation certificates and one commendation roll. He is survived by his wife, two children and parents. ""He was the family's sole breadwinner and wanted to make his daughter a doctor,"" a relative said. Beniwal passed the sub-inspector exam and joined the force in 2009. His younger brother is an inspector in the CISF. He is survived by two kids, aged 10 and 6 years, wife, parents and a brother. ""His father is posted as a sub-inspector in Delhi Police,"" the officer said. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 10, 2024, 06:01 IST"
32,https://timesofindia.indiatimes.com/city/delhi/tragic-accident-40yearold-bizman-dies-in-car-collision/articleshow/106911922.cms,"New Delhi: A 40-year-old businessman died and four people, including two of his friends, were injured in a collision between two cars on Salimgarh Road in east Delhi on Tuesday. Police said one of the cars had jumped over the divider after hitting it and rammed the other vehicle coming from the opposite direction. Gaurav Malhotra, the deceased, lived in Laxmi Nagar and ran a handloom shop in east Delhi. His friends, Sumit and Saurav, were injured, while Satpal, the cab driver, and Nischay, its passenger, were also hurt. Around 1.30am on Tuesday, a team from the local police station went to the spot near Jheel Cut before the Geeta Colony flyover and found a white Celerio with a Haryana numberplate and a Swift car, both severely damaged. Deputy commissioner of police (north) Manoj Meena said the Celerio cab was hit by the Swift from the opposite carriageway. “We found that Saurav, who runs an electronics goods shop in Uttar Pradesh, had come to Delhi to buy some items from Bhagirath Place. Malhotra, Sumit and Saurav met at a mall in east Delhi, had food in Laxmi Nagar, and went on a joyride when their Swift, being driven by Malhotra, got disbalanced and the accident happened,” police said. Satpal, the cab driver who is a resident of Siddharthnagar in UP, is in critical condition. “He sustained injuries on the head and other parts of his body, and hasn’t been able to give a statement,” police said. Sumit and Saurav are also in hospital. The passenger, the cops said, was taken to the hospital, but had left without receiving any treatment. “We are tracing his whereabouts for details,” police added. A senior officer said both cars were mangled from the front. “It seems that one of the cars was at a high speed, leading to the accident,” he added. “We will investigate whether anyone was intoxicated.” Police are also probing if fog could be a contributing factor. A case has been registered and the cops are scanning CCTV footage to ascertain the sequence of events. Explore Your Financial Landscape with Personalized Credit Insights."," Jan 17, 2024, 08:13 IST"
33,https://timesofindia.indiatimes.com/city/ranchi/four-killed-after-car-hits-power-pole-in-ranchi/articleshow/106338450.cms,"RANCHI: Four youths lost their lives when their car collided with an electricity pole on Thursday morning. The tragic incident occurred between Booty Chowk and Dumardaga around 1:30am in the Sadar police station area of the city. ""The car, possibly traveling at breakneck speed, collided with an electric pole and overturned. The impact was so strong that the pole broke into three pieces,"" said Laxmikant, in-charge of the Sadar police station. The youths, approximately 30 years old, succumbed on the spot. ""They were taken to Rajendra Institute of Medical Science (RIMS), where doctors declared them brought dead,"" he added All of them hailed from Bariatu Basti in Ranchi. (With inputs from agency) Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Dec 28, 2023, 10:23 IST"
34,https://timesofindia.indiatimes.com/web-series/news/korean/jung-il-woo-reflects-on-past-car-accident-with-lee-min-ho-and-deep-bond-with-friends/articleshow/106855645.cms,"Jung Il Woo recently opened up about a pivotal moment in his life that shaped his enduring gratitude towards friends. The actor made an appearance on ‘Omniscient Interfering View’, wherein he spoke about sharing a meal with close friends, including his long-time manager Joo Yoon Seok, whom he has known since middle school. During the casual gathering, one of Jung Il Woo's friends revealed that the entire outfit he was wearing had been gifted to him by the actor. Jung, known for his love of shopping, explained that he often buys things but doesn't end up wearing them, leading him to generously gift them to his friends. The conversation took a turn when Jung Il Woo delved into the reason behind his generosity, recounting a traumatic incident that occurred ahead of shooting the 2006 drama ‘High Kick!’ At the age of 19, the actor was involved in a serious car accident while riding in the back seat with his childhood friend, actor Lee Min Ho . According to reports, Jung shared that the aftermath of the accident was harrowing, with the actor suffering short-term memory loss and an inability to walk. During this challenging time, it was his friends who provided unwavering support, helping him with daily tasks such as going to the washroom. Ultimately, with the aid of his friends, Jung recovered and went on to join the main cast of ‘High Kick!’, propelling him into the spotlight. In a touching revelation, manager Joo Yoon Seok shared a personal story about Jung Il Woo's kindness. Following the death of Joo's father last year, the actor not only assisted with the funeral arrangements but also stood by his side throughout the entire process. Jung worked tirelessly for three days and covered all expenses related to the funeral, showcasing a profound sense of loyalty and support. Jung Il Woo, expressing the depth of his bond with Joo, emphasized that he views his manager as more than just a professional colleague but as a family member. This sentiment, reciprocated by Joo, highlights the actor's unwavering commitment to those who have been pillars of support in his life. Beyond his acting accolades in dramas such as ‘The Return of Iljimae’, ‘49 Days’, and ‘Cinderella with Four Knights’, Jung Il Woo has earned admiration for his resilience and courage. Despite facing challenges like the 2016 diagnosis of cerebral aneurysm—granting him a military exemption—he voluntarily enlisted for service in December 2016 and was discharged in 2018, further exemplifying his fortitude and sense of duty.","Updated: Jan 15, 2024, 12:01 IST"
35,https://timesofindia.indiatimes.com/city/patna/government-car-crash-victims-relatives-to-suffer-more/articleshow/106849492.cms,"PATNA: Ranjit Sah does not know the nuances of law and provisions for payment of compensation in accident cases of different categories but wants financial relief and a government job after losing his wife and a four-year-old daughter in an accident caused by the Madhepura DM’s official vehicle while crossing NH-57 under Phulparas police station in Madhubani on November 21 last year. Besides Ranjit’s wife Guriya Devi (31) and their daughter Aarti Kumari, one Ashok Kumar Singh (42), a contractual employee of a labour firm engaged by the NHAI, had also died while his co-worker Rajendra Kumar alias Raju (40) was badly injured. He was later sent to his native place Jaipur in Rajasthan without any financial help. Ashok was also from Rajasthan. The car was driven by the official driver of Madhepura DM Vijay Prakash Meena. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 15, 2024, 10:19 IST"
36,https://timesofindia.indiatimes.com/city/hyderabad/techie-from-oz-drowns-as-car-falls-into-well-in-hyderabad/articleshow/106826497.cms,"Hyderabad: A 28-year-old software engineer , who came down from Australia to Peddapalli to attend wedding of a relative, drowned when his car plunged into roadside farm well in Peddapalli town in the very early hours of Saturday. Police suspect the victim failed to negotiate a curve on the road due to speeding and the car fell deep into the well. The accident occurred at 2.30 am when Vineet Reddy along with three relatives was travelling in the car. While the three managed to get out of the sinking car, Vineet, who was at the wheel with the seat belt strap on, couldn’t free himself in time and drowned as the car sank in the agricultural well. According to Peddapalli police, his relatives, D Sai Teja Reddy, Akhil Reddy and A Rohit Reddy, escaped with minor injuries. Vineet was supposed to go back to Australia shortly as he had landed in Telangana a month ago to attend his cousin’s marriage. On Friday night, all the relatives attended a dinner at Reddy Colony in Peddapalli. Late in the night, Vineet decided to return to his house at Rangampalli in the town. “Vineet was driving the car and three cousins were with him. There was a road curve at the accident spot and perhaps due to speeding, Vineet failed to negotiate the road curve. The car went off the road, hit the protection wall of the well and crashed into it,” police said. Sai Teja immediately managed to open a door of the car and came out. As soon as the door was opened, water entered into the car and the vehicle began to submerge. The other doors got jammed. As the other three cousins started banging on the the window glasses, Sai Teja climbed out holding a pipe. Once he was out, he dropped a boulder on the rear windshield of the car, making an opening in it. Rohit and Akhil managed to sneak out through the broken windshield and climbed to safety. “Vineet wore a seat belt. It took some time for him to remove it. He also had to wait for his turn to get out of the car as Rohit and Akhil were ahead of him. By the time his turn came, the car submerged and he could not get out,” police said. Explore Your Financial Landscape with Personalized Credit Insights."," Jan 14, 2024, 08:18 IST"
37,https://timesofindia.indiatimes.com/city/delhi/car-goes-into-a-tailspin-crashes-into-pole-1-dead-another-critical-in-delhis-civil-lines/articleshow/106527657.cms,"NEW DELHI: A 20-year-old woman was killed and a 62-year-old man critically injured after they were hit by a speeding car that went into a tailspin and crashed into a pole in north Delhi's Civil Lines area. The driver of the car, who fled the scene, was later arrested. The incident took place on Sunday morning. According to Manoj Meena, DCP (North), the accused, Hans Jain (66), a resident of Shakti Nagar, was driving to Chawri Bazar, where he owned a shop, around 9am. However, he lost control of the vehicle and hit Subhash, who was walking on the road nearby. In an attempt to flee, Jain collided with a pole and crashed into the wall of the Old Police Lines, fatally knocking down Purnima Kumari, who worked as a health agent at a private hospital. ""Upon receiving information about the accident, a team reached the spot where the two victims were found in a pool of blood. The i-20 was also found nearby in a mangled condition. The accused had left it before fleeing the scene,"" said Meena. The victims were rushed to a hospital for treatment. While Kumari was declared brought dead, Subhash sustained grievous injuries and his condition is stated to be critical. A case under Section 304 of the Indian Penal Code was registered at the Civil Lines police station. ""Based on technical surveillance and the number plate of the vehicle that was found on the spot, the accused was identified and nabbed successfully. He has been remanded in judicial custody,"" said an officer. According to police, at the time of the incident, Kumari had collected samples from various locations and was returning to the hospital after disembarking at Kashmiri Gate Metro station. Subhash, a retired police official, was out for his morning walk. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Jan 4, 2024, 05:52 IST"
38,https://timesofindia.indiatimes.com/city/pune/car-brushes-against-four-vehicles-hits-scooter-crashes-into-median-1-dead/articleshow/106035426.cms,"PUNE: A speeding car brushed against four parked vehicles before hitting a scooter from the rear and then crashing into a median around midnight on Thursday on the Kharadi bypass, killing a 26-year-old woman and leaving another person seriously injured. The tyres of the car burst after it crashed into the median. Police identified the deceased as Sonali Rokade, a medical store employee. Rokade, from Jath taluka in Sangli district, was living in a paying guest accommodation in Wadgaonsheri. She was riding pillion on her relative Abhishek Gaikwad's scooter. An MPSC aspirant from Wadgaonsheri, Gaikwad injured his left hand and is undergoing treatment at a private hospital. Rokade and Gaikwad were returning from a tea kiosk when the accident occurred, the Chandannagar police said. They arrested the car driver, Bhavya Namdeo (23), who works as a financial analyst with a private investment bank. Namdeo is a resident of Keshavnagar in Mundhwa. Blood sample taken to find if driver was drunk: Cop Namdeo was released on bail on Friday on furnishing cash security of Rs 10,000 after police produced him before a magisterial court. Senior inspector Rajendra Landge said, ""The accident occurred in front of Zensar IT park, when Namdeo lost control of his vehicle. Rokade died on the spot of a head injury as she was flung into the air due to the impact. She fell on the car's bonnet before slumping off."" ""The car crashed into a divider. Its tyres burst. Namdeo escaped unhurt as he was wearing his seat belt and the air bag was deployed. He was intercepted by passersby and the incident was captured on CCTV,"" Landge said. ""Namdeo broke down as a police team took him into custody."" Namdeo's uncle Praveen Vaidya said, ""He was not drunk. The car ran over two speed breakers and it became imbalanced after its front tyre burst. The rear left tyre burst after the brakes failed and Namdeo could not control the vehicle and hit the scooter. Namdeo is in a state of shock after the accident,"" Vaidya said. Assistant inspector Siddhant Khandekar said, ""We impounded the car for RTO inspection. Namdeo's blood sample was collected at the Sassoon to find out if he was drunk."" Namdeo was arrested under section 304 (a) of the IPC and the Motor Vehicles Act. Explore Your Financial Landscape with Personalized Credit Insights.","Updated: Dec 16, 2023, 06:11 IST"
